grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,curso_id,curso_busca,cidade_busca,uf_busca,universidade_nome,nome,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
Bacharelado,Noturno,978.68,1.0,2.0,2.0,4.0,14187111173673,Administração,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Administração,568.02,658.16,450.0,450.0
Bacharelado,Noturno,978.68,1.0,1.0,1.0,1.0,192011071963,Educação Física,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Educação Física,567.02,481.34,500.02,514.34
Licenciatura,Noturno,978.68,1.0,2.0,3.0,5.0,13223010577983,Educação Física,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Educação Física,518.88,525.38,450.0,450.0
Bacharelado,Noturno,978.68,1.0,1.0,3.0,5.0,192011175143,Ciências Contábeis,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Ciências Contábeis,542.56,556.18,450.0,450.0
Bacharelado,Noturno,978.68,1.0,2.0,3.0,7.0,132230179983,Ciências Contábeis,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Ciências Contábeis,566.22,550.74,450.0,450.0
Bacharelado,Noturno,978.52,2.0,1.0,3.0,2.0,105611212854903,Psicologia,Fortaleza,CE,Faculdade Ateneu - FATE,Psicologia,632.46,631.64,625.48,596.08
Bacharelado,Noturno,978.0,2.0,5.0,3.0,7.0,105596711742403,Arquitetura e Urbanismo,Sao Paulo,SP,Faculdade das Américas - FAM,Arquitetura e Urbanismo,623.52,618.76,583.18,553.78
Bacharelado,Noturno,977.4,1.0,1.0,2.0,1.0,65956410593353,Psicologia,Formosa,GO,Faculdades Integradas Iesgo - IESGO,Psicologia,683.76,669.8,615.16,553.16
Bacharelado,Noturno,976.53,1.0,1.0,3.0,1.0,65854512599263,Design,Porto Velho,RO,Faculdade de Educação de Porto Velho - UNIRON,Design,604.56,602.38,536.14,534.12
Tecnológico,Noturno,976.53,1.0,1.0,3.0,1.0,104821113516183,Construção de Edifícios,Porto Velho,RO,Faculdade de Educação de Porto Velho - UNIRON,Construção de Edifícios,550.56,569.84,471.32,450.0
Bacharelado,Noturno,975.0,4.0,3.0,10.0,8.0,65918370553,Administração,Divinopolis,MG,Faculdade Divinópolis - FACED,Administração,623.28,592.68,558.54,538.38
Bacharelado,Noturno,973.34,8.0,6.0,12.0,10.0,659564726733,Direito,Formosa,GO,Faculdades Integradas Iesgo - IESGO,Direito,619.54,601.52,564.5,553.24
Bacharelado,Noturno,973.14,2.0,1.0,3.0,7.0,104528010871963,Administração,Contagem,MG,Nova Faculdade - NF,Administração,602.04,570.36,506.74,499.34
Bacharelado,Noturno,973.14,2.0,1.0,2.0,8.0,104528010871973,Ciências Contábeis,Contagem,MG,Nova Faculdade - NF,Ciências Contábeis,594.08,555.62,502.64,476.82
Bacharelado,Matutino,973.0,2.0,1.0,3.0,2.0,70123011668341,Nutrição,Natal,RN,Centro Universitário Facex - Unifacex - UNIFACEX,Nutrição,624.92,598.58,580.8,568.88
Bacharelado,Noturno,971.0,1.0,1.0,1.0,1.0,13738010576513,Direito,Vespasiano,MG,Faculdade da Saúde e Ecologia Humana - FASEH,Direito,625.46,632.64,620.44,678.54
Bacharelado,Noturno,970.85,2.0,2.0,4.0,3.0,65921513227893,Psicologia,Itaperuna,RJ,Faculdade Redentor - FACREDENTOR,Psicologia,638.86,641.44,605.9,590.94
Bacharelado,Matutino,969.02,2.0,1.0,2.0,2.0,658360749021,Psicologia,Natal,RN,Centro Universitário do Rio Grande do Norte - Uni-Rn - UNI-RN,Psicologia,724.34,617.66,603.28,591.84
Bacharelado,Matutino,968.74,1.0,1.0,2.0,2.0,100626713827541,Biomedicina,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Biomedicina,636.82,686.32,634.52,595.34
Bacharelado,Noturno,968.74,1.0,1.0,2.0,2.0,100626713827543,Biomedicina,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Biomedicina,612.52,627.82,591.26,589.5
Bacharelado,Matutino,968.73,3.0,2.0,4.0,3.0,100626711181041,Farmácia,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Farmácia,672.86,638.1,592.06,571.32
Bacharelado,Noturno,968.73,3.0,2.0,3.0,2.0,100626711181043,Farmácia,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Farmácia,638.76,624.44,598.74,563.92
Bacharelado,Noturno,968.36,1.0,1.0,6.0,5.0,1062957533493,Direito,Iturama,MG,Faculdade Aldete Maria Alves - FAMA,Direito,657.2,619.36,585.52,509.1
Bacharelado,Vespertino,967.0,1.0,1.0,2.0,1.0,659166572582,Engenharia Florestal,Macapa,AP,Instituto Macapaense de Ensino Superior - IMMES,Engenharia Florestal,603.38,592.04,601.16,555.9
Bacharelado,Noturno,965.0,5.0,3.0,8.0,5.0,658694546223,Direito,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Direito,651.56,631.52,594.14,593.52
Tecnológico,Noturno,964.9,1.0,1.0,2.0,3.0,14187110562583,Gestão de Recursos Humanos,Sao Paulo,SP,Faculdade Carlos Drummond de Andrade - FCDA,Gestão de Recursos Humanos,562.66,491.32,450.0,450.0
Tecnológico,Noturno,964.9,1.0,2.0,1.0,2.0,658731752583,Processos Gerenciais,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Processos Gerenciais,450.0,450.0,450.0,450.0
Tecnológico,Noturno,964.9,1.0,1.0,1.0,1.0,658731750323,Logística,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Logística,544.28,450.0,553.92,450.0
Tecnológico,Noturno,964.9,1.0,2.0,1.0,1.0,1548750343,Logística,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Logística,543.04,498.2,471.96,450.0
Tecnológico,Noturno,964.9,1.0,1.0,1.0,1.0,658731492823,Marketing,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Marketing,570.24,471.3,493.28,450.0
Tecnológico,Noturno,964.9,1.0,2.0,1.0,2.0,1548752483,Gestão de Recursos Humanos,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Gestão de Recursos Humanos,481.44,575.46,450.0,450.0
Tecnológico,Noturno,964.9,1.0,1.0,1.0,3.0,658731479743,Gestão Financeira,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Gestão Financeira,554.58,584.42,450.0,450.0
Tecnológico,Noturno,964.9,1.0,1.0,1.0,1.0,6587311053303,Futebol,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Futebol,586.48,603.68,636.64,534.56
Tecnológico,Noturno,964.9,1.0,1.0,1.0,2.0,658731750123,Gestão da Tecnologia da Informação,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Gestão da Tecnologia da Informação,576.02,512.9,450.0,450.0
Tecnológico,Noturno,964.9,1.0,1.0,1.0,3.0,658731751243,Design de Moda,Sao Paulo,SP,Faculdade de Tecnologia Carlos Drummond de Andrade - CSET DRUMMOND,Design de Moda,571.4,567.76,502.54,504.38
Tecnológico,Noturno,964.9,1.0,1.0,1.0,1.0,132228695333,Logística,Sao Paulo,SP,Faculdade de Tecnologia e Negócios Carlos Drummond de Andrade,Logística,555.36,503.3,534.96,450.0
Bacharelado,Noturno,963.0,2.0,2.0,4.0,2.0,10486391051923,Direito,Serra Talhada,PE,Faculdade de Integração do Sertão - FIS,Direito,659.86,658.98,655.4,631.38
Bacharelado,Integral,961.49,1.0,1.0,1.0,1.0,106573512630714,Enfermagem,Cacapava,SP,Faculdade São Lucas de Caçapava - FSL,Enfermagem,583.92,519.54,580.26,503.38
Bacharelado,Noturno,959.0,2.0,2.0,4.0,4.0,66004812839283,Engenharia Civil,Cataguases,MG,Faculdades Unificadas de Cataguases - FUC,Engenharia Civil,662.58,590.1,576.06,563.98
Bacharelado,Noturno,959.0,2.0,2.0,4.0,4.0,658578378913,Direito,Joao Monlevade,MG,Faculdade Doctum de João Monlevade - DOCTUM,Direito,649.88,623.68,629.64,575.42
Licenciatura,Vespertino,956.43,3.0,1.0,8.0,2.0,658119812562,Educação Física,Sao Luis,MA,Universidade do Ceuma - Uniceuma - UNICEUMA,Educação Física,596.32,590.34,541.98,517.2
Bacharelado,Matutino,956.43,3.0,1.0,5.0,50.0,65811912049861,Educação Física,Sao Luis,MA,Universidade do Ceuma - Uniceuma - UNICEUMA,Educação Física,714.96,589.36,532.74,534.78
Bacharelado,Matutino,956.0,1.0,1.0,3.0,1.0,107344713216771,Biomedicina,Arapiraca,AL,Faculdade Regional Brasileira - Arapiraca - FARB - Arapiraca,Biomedicina,679.04,672.32,566.4,592.06
Bacharelado,Noturno,956.0,1.0,1.0,3.0,2.0,107344713216663,Nutrição,Arapiraca,AL,Faculdade Regional Brasileira - Arapiraca - FARB - Arapiraca,Nutrição,627.02,679.38,583.48,558.82
Bacharelado,Vespertino,945.8,1.0,1.0,3.0,1.0,103222112852102,Farmácia,Rolim de Moura,RO,Faculdade de Rolim de Moura - FAROL,Farmácia,585.12,561.02,557.92,479.78
Bacharelado,Noturno,944.82,1.0,1.0,2.0,1.0,699379739803,Nutrição,Vicosa,MG,Faculdade de Ciências Biológicas e da Saúde - FACISA,Nutrição,643.88,650.14,647.72,622.68
Tecnológico,Noturno,944.0,2.0,1.0,5.0,2.0,107598513495593,Radiologia,Feira de Santana,BA,Faculdade Unirb - Feira de Santana,Radiologia,584.12,594.86,552.38,541.98
Bacharelado,Matutino,942.0,2.0,2.0,3.0,3.0,658713959761,Direito,Belo Horizonte,MG,Faculdade Minas Gerais - FAMIG,Direito,643.74,553.12,690.12,587.12
Bacharelado,Noturno,942.0,2.0,1.0,3.0,2.0,658713959763,Direito,Belo Horizonte,MG,Faculdade Minas Gerais - FAMIG,Direito,627.02,636.4,630.34,582.98
Bacharelado,Noturno,942.0,1.0,1.0,2.0,2.0,65871312848923,Ciências Contábeis,Belo Horizonte,MG,Faculdade Minas Gerais - FAMIG,Ciências Contábeis,611.1,585.68,548.54,535.26
Bacharelado,Noturno,941.0,1.0,1.0,1.0,3.0,1051289663263,Design,Limeira,SP,Faculdade de Administração e Artes de Limeira - FAAL,Design,676.74,583.36,623.52,585.0
Bacharelado,Noturno,940.7,7.0,16.0,11.0,28.0,660079372893,Direito,Guarapuava,PR,Faculdade Campo Real - CAMPO REAL,Direito,613.92,579.1,571.54,529.64
Bacharelado,Matutino,940.39,1.0,1.0,3.0,5.0,65779058361,Psicologia,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Psicologia,622.74,630.7,567.66,508.1
Bacharelado,Noturno,940.39,1.0,2.0,3.0,7.0,65779058363,Psicologia,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Psicologia,660.84,632.1,568.68,546.58
Bacharelado,Noturno,940.0,2.0,1.0,5.0,1.0,107598512006873,Nutrição,Feira de Santana,BA,Faculdade Unirb - Feira de Santana,Nutrição,606.32,604.64,571.38,559.98
Bacharelado,Noturno,940.0,2.0,1.0,5.0,2.0,1067699976093,Psicologia,Salvador,BA,Faculdade Castro Alves - FCA,Psicologia,595.66,586.34,546.5,540.9
Bacharelado,Vespertino,940.0,1.0,1.0,2.0,38.0,107027413497312,Arquitetura e Urbanismo,Olinda,PE,Focca - Faculdade de Olinda - FOCCA,Arquitetura e Urbanismo,614.14,608.78,450.0,450.0
Bacharelado,Noturno,940.0,1.0,1.0,2.0,38.0,107027413497313,Arquitetura e Urbanismo,Olinda,PE,Focca - Faculdade de Olinda - FOCCA,Arquitetura e Urbanismo,601.68,591.96,450.0,450.0
Bacharelado,Matutino,940.0,1.0,1.0,4.0,1.0,105589212054901,Engenharia de Petróleo,Aracaju,SE,Faculdade Regional Brasileira - FARB - ARACAJU,Engenharia de Petróleo,588.38,600.2,450.0,499.3
Bacharelado,Noturno,940.0,1.0,1.0,4.0,1.0,105589212054903,Engenharia de Petróleo,Aracaju,SE,Faculdade Regional Brasileira - FARB - ARACAJU,Engenharia de Petróleo,588.14,565.94,643.72,450.0
Tecnológico,Matutino,939.0,2.0,1.0,5.0,2.0,6589691097941,Gastronomia,Salvador,BA,Faculdade Regional da Bahia - FARB,Gastronomia,625.78,570.56,523.76,529.0
Bacharelado,Noturno,938.7,1.0,1.0,1.0,1.0,658494892103,Agronomia,Patrocinio,MG,Centro Universitário do Cerrado-Patrocínio - Unicerp - UNICERP,Agronomia,640.66,620.54,602.16,577.5
Tecnológico,Noturno,930.97,1.0,1.0,1.0,50.0,70445013042253,Gestão Hospitalar,Belo Horizonte,MG,Faculdade de Ciências Sociais Aplicadas de Belo Horizonte - FACISABH,Gestão Hospitalar,588.16,539.34,450.0,548.88
Bacharelado,Noturno,930.97,1.0,1.0,2.0,52.0,658396200043,Administração,Juatuba,MG,Instituto de Ensino Superior João Alfredo de Andrade - IJAA,Administração,581.1,555.48,450.0,450.0
Tecnológico,Noturno,930.97,1.0,1.0,2.0,52.0,658396853583,Logística,Juatuba,MG,Instituto de Ensino Superior João Alfredo de Andrade - IJAA,Logística,558.52,450.0,450.0,450.0
Bacharelado,Noturno,930.97,1.0,1.0,2.0,52.0,658396713633,Ciências Contábeis,Juatuba,MG,Instituto de Ensino Superior João Alfredo de Andrade - IJAA,Ciências Contábeis,572.48,570.2,450.0,450.0
Bacharelado,Matutino,930.79,2.0,1.0,2.0,45.0,65947810717041,Ciências Biológicas,Brasilia,DF,Faculdade Ls - FACELS,Ciências Biológicas,626.34,584.78,450.0,450.0
Bacharelado,Noturno,930.0,1.0,1.0,3.0,2.0,65928650009893,Direito,Sao Gotardo,MG,Faculdade de Ciências Gerenciais de São Gotardo - CESG,Direito,638.94,612.92,608.26,579.5
Bacharelado,Noturno,928.15,1.0,5.0,3.0,16.0,658871512763,Administração,Capivari de Baixo,SC,Faculdade Capivari - FUCAP,Administração,568.74,562.68,509.3,450.0
Bacharelado,Noturno,928.15,1.0,7.0,2.0,11.0,658871512773,Ciências Contábeis,Capivari de Baixo,SC,Faculdade Capivari - FUCAP,Ciências Contábeis,572.96,585.76,529.0,453.24
Bacharelado,Noturno,928.0,1.0,1.0,2.0,1.0,65994913319423,Engenharia Mecânica,Matipo,MG,Faculdade Vértice - VÉRTICE,Engenharia Mecânica,627.72,653.66,601.42,559.86
Bacharelado,Noturno,928.0,5.0,5.0,3.0,3.0,65994911023233,Engenharia Civil,Matipo,MG,Faculdade Vértice - VÉRTICE,Engenharia Civil,584.42,588.96,559.76,532.74
Bacharelado,Noturno,928.0,1.0,1.0,2.0,2.0,106133712066183,Engenharia Civil,Tres Rios,RJ,Faculdade Vértix Trirriense - FVT,Engenharia Civil,642.3,608.18,598.72,573.54
Bacharelado,Matutino,927.62,1.0,1.0,2.0,87.0,27693180141,Administração,Brasilia,DF,Centro Universitário Euro-Americano - Unieuro - UNIEURO,Administração,590.8,594.4,450.0,450.0
Bacharelado,Matutino,926.24,8.0,7.0,8.0,7.0,100626711180881,Enfermagem,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Enfermagem,626.22,620.84,591.16,589.34
Bacharelado,Noturno,926.24,3.0,3.0,8.0,6.0,100626711180883,Enfermagem,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Enfermagem,612.98,640.1,579.98,565.36
Bacharelado,Noturno,925.0,2.0,2.0,6.0,3.0,65869411547473,Fisioterapia,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Fisioterapia,645.14,623.66,579.16,570.42
Bacharelado,Noturno,925.0,3.0,2.0,2.0,2.0,65869411547463,Enfermagem,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Enfermagem,638.42,619.14,596.76,568.1
Bacharelado,Noturno,925.0,1.0,1.0,2.0,1.0,65869412594373,Engenharia Civil,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Engenharia Civil,625.16,620.98,593.6,580.8
Bacharelado,Vespertino,923.22,3.0,2.0,4.0,3.0,6582491188662,Terapia Ocupacional,Porto Velho,RO,Faculdades Integradas Aparício Carvalho - FIMCA,Terapia Ocupacional,560.58,548.32,497.84,484.84
Bacharelado,Matutino,923.0,2.0,1.0,4.0,3.0,105637912595841,Biomedicina,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Biomedicina,647.02,554.26,610.46,537.16
Bacharelado,Noturno,923.0,1.0,1.0,2.0,1.0,105637912595843,Biomedicina,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Biomedicina,636.54,592.2,595.88,545.5
Bacharelado,Matutino,923.0,2.0,1.0,2.0,2.0,105637913310881,Nutrição,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Nutrição,610.3,561.4,581.34,485.7
Bacharelado,Noturno,923.0,2.0,2.0,4.0,4.0,105637913310883,Nutrição,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Nutrição,636.64,557.34,562.04,516.26
Bacharelado,Matutino,923.0,2.0,1.0,2.0,2.0,105637913642551,Fisioterapia,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Fisioterapia,651.78,561.16,572.22,541.22
Bacharelado,Noturno,923.0,2.0,2.0,4.0,3.0,105637913642553,Fisioterapia,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Fisioterapia,577.74,560.92,564.28,527.1
Bacharelado,Matutino,923.0,2.0,1.0,2.0,2.0,105637913312381,Arquitetura e Urbanismo,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Arquitetura e Urbanismo,611.08,597.52,594.76,538.04
Bacharelado,Noturno,923.0,2.0,2.0,4.0,4.0,105637913312383,Arquitetura e Urbanismo,Campo Grande,MS,Faculdade Unigran Capital - UNIGRAN CAPITAL,Arquitetura e Urbanismo,617.66,597.58,572.64,546.12
Bacharelado,Noturno,923.0,1.0,1.0,3.0,2.0,658024522703,Biomedicina,Dourados,MS,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,Biomedicina,663.24,674.58,604.74,565.82
Bacharelado,Integral,923.0,2.0,1.0,2.0,2.0,658024208714,Fisioterapia,Dourados,MS,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,Fisioterapia,632.74,572.92,596.36,535.98
Bacharelado,Integral,923.0,2.0,2.0,4.0,4.0,65802411463564,Engenharia Civil,Dourados,MS,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,Engenharia Civil,655.7,630.66,623.42,598.12
Bacharelado,Matutino,923.0,1.0,1.0,1.0,1.0,658024156061,Arquitetura e Urbanismo,Dourados,MS,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,Arquitetura e Urbanismo,626.02,626.38,610.44,538.88
Bacharelado,Noturno,921.5,1.0,1.0,2.0,1.0,31961713983,Fisioterapia,Campina Grande,PB,Faculdade de Campina Grande - FAC-CG,Fisioterapia,635.86,633.76,605.0,582.9
Bacharelado,Noturno,921.5,3.0,2.0,7.0,5.0,31961713963,Enfermagem,Campina Grande,PB,Faculdade de Campina Grande - FAC-CG,Enfermagem,619.98,616.24,581.38,565.08
Tecnológico,Noturno,920.08,1.0,2.0,3.0,7.0,659753837363,Sistemas de Telecomunicações,Curitiba,PR,Faculdade de Tecnologia de Curitiba - FATEC-PR,Sistemas de Telecomunicações,580.5,590.26,450.0,450.0
Tecnológico,Noturno,920.01,1.0,4.0,3.0,6.0,659753837383,Eletrônica Industrial,Curitiba,PR,Faculdade de Tecnologia de Curitiba - FATEC-PR,Eletrônica Industrial,564.78,532.78,490.4,450.0
Bacharelado,Matutino,920.0,1.0,1.0,1.0,5.0,65895313306041,Agronomia,Manhuacu,MG,Faculdade do Futuro - FAF,Agronomia,580.3,554.14,548.94,498.5
Bacharelado,Noturno,920.0,1.0,1.0,1.0,5.0,65895313306043,Agronomia,Manhuacu,MG,Faculdade do Futuro - FAF,Agronomia,665.46,621.02,563.5,503.16
Bacharelado,Noturno,920.0,1.0,1.0,1.0,1.0,104863912052943,Farmácia,Serra Talhada,PE,Faculdade de Integração do Sertão - FIS,Farmácia,656.12,639.14,615.6,634.14
Bacharelado,Matutino,920.0,2.0,1.0,3.0,2.0,65869413227471,Farmácia,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Farmácia,639.46,595.78,583.26,566.46
Bacharelado,Matutino,920.0,1.0,1.0,1.0,3.0,658448529041,Direito,Foz do Iguacu,PR,Centro Universitário Dinâmica das Cataratas - Udc - UDC,Direito,627.54,626.2,598.56,599.76
Bacharelado,Noturno,920.0,1.0,2.0,1.0,3.0,658448529043,Direito,Foz do Iguacu,PR,Centro Universitário Dinâmica das Cataratas - Udc - UDC,Direito,674.06,597.16,605.98,622.18
Bacharelado,Noturno,919.08,2.0,1.0,2.0,1.0,658671464313,Administração,Brumadinho,MG,Faculdade Asa de Brumadinho - IECEMB - FAB,Administração,596.12,583.56,579.92,513.18
Bacharelado,Noturno,919.0,2.0,2.0,2.0,2.0,13385911119993,Administração de Empresas,Montes Claros,MG,Faculdades Integradas Pitágoras - FIP-MOC,Administração de Empresas,638.42,610.72,590.14,581.26
Bacharelado,Vespertino,918.85,4.0,1.0,7.0,13.0,65937711113412,Fisioterapia,Piripiri,PI,Christus Faculdade do Piauí - CHRISFAPI,Fisioterapia,665.88,622.3,584.88,553.64
Bacharelado,Vespertino,918.85,4.0,1.0,7.0,13.0,65937712603252,Farmácia,Piripiri,PI,Christus Faculdade do Piauí - CHRISFAPI,Farmácia,645.14,644.6,562.96,557.2
Bacharelado,Noturno,918.35,2.0,2.0,7.0,6.0,1050072944033,Ciências Contábeis,Ipatinga,MG,Faculdade Única de Ipatinga - FUNIP,Ciências Contábeis,649.66,629.6,574.88,546.96
Bacharelado,Noturno,918.35,2.0,1.0,2.0,2.0,10448921018683,Administração,Timoteo,MG,Faculdade Única de Timóteo - FUNIT,Administração,629.12,622.58,537.58,539.44
Bacharelado,Noturno,918.35,1.0,1.0,1.0,1.0,104489212597223,Ciências Contábeis,Timoteo,MG,Faculdade Única de Timóteo - FUNIT,Ciências Contábeis,639.48,593.56,639.96,583.84
Bacharelado,Noturno,917.13,1.0,3.0,3.0,5.0,657936694593,Enfermagem,Franca,SP,Universidade de Franca - UNIFRAN,Enfermagem,616.02,636.52,571.56,543.58
Bacharelado,Noturno,916.0,1.0,1.0,1.0,1.0,6577353043183,Ciências Biológicas,Araraquara,SP,Universidade de Araraquara - UNIARA,Ciências Biológicas,638.1,589.56,588.86,581.76
Bacharelado,Noturno,915.88,2.0,1.0,3.0,1.0,104100012855523,Música - Cordas,Porto Velho,RO,Faculdade Metropolitana - UNNESA,Música - Cordas,595.44,572.4,565.02,498.62
Bacharelado,Noturno,915.09,1.0,1.0,1.0,3.0,106573512633253,Farmácia,Cacapava,SP,Faculdade São Lucas de Caçapava - FSL,Farmácia,541.74,604.0,569.16,636.44
Bacharelado,Noturno,915.0,2.0,2.0,5.0,3.0,660049679813,Direito,Guarapari,ES,Faculdades Doctum de Guarapari - DOCTUM,Direito,625.96,612.64,601.24,561.6
Bacharelado,Noturno,913.0,2.0,1.0,1.0,10.0,69473812599923,Engenharia Elétrica,Conselheiro Lafaiete,MG,Faculdade Santa Rita - FASAR,Engenharia Elétrica,672.96,622.46,584.44,570.4
Bacharelado,Noturno,910.0,2.0,2.0,2.0,2.0,6599491095823,Agronomia,Matipo,MG,Faculdade Vértice - VÉRTICE,Agronomia,610.5,606.74,580.14,546.3
Bacharelado,Vespertino,909.0,2.0,2.0,6.0,3.0,10486391051922,Direito,Serra Talhada,PE,Faculdade de Integração do Sertão - FIS,Direito,652.4,671.98,625.32,617.24
Bacharelado,Matutino,908.2,4.0,2.0,7.0,5.0,6582401043701,Direito,Cajazeiras,PB,"Faculdade de Filosofia, Ciências e Letras de Cajazeiras - FAFIC",Direito,670.8,653.54,609.16,582.78
Licenciatura,Matutino,908.0,2.0,1.0,5.0,1.0,659650981621,Educação Física,Alagoinhas,BA,Faculdade Regional de Alagoinhas - FARAL,Educação Física,600.74,555.8,450.0,489.06
Bacharelado,Noturno,905.44,2.0,1.0,4.0,18.0,105728950002703,Administração,Brasilia,DF,Faculdade Jk Brasília -Samambaia,Administração,497.82,556.84,450.0,450.0
Tecnológico,Curso a Distância,905.0,1.0,1.0,1.0,2.0,65813813648405,Marketing,Sao Paulo,SP,Faculdade de Informática e Administração Paulista - FIAP,Marketing,591.3,615.28,524.16,450.0
Tecnológico,Curso a Distância,905.0,1.0,1.0,1.0,2.0,65813813648315,Defesa Cibernética,Sao Paulo,SP,Faculdade de Informática e Administração Paulista - FIAP,Defesa Cibernética,641.84,612.84,581.94,569.08
Tecnológico,Curso a Distância,905.0,2.0,4.0,5.0,9.0,65813812101935,Análise e Desenvolvimento de Sistemas,Sao Paulo,SP,Faculdade de Informática e Administração Paulista - FIAP,Análise e Desenvolvimento de Sistemas,632.84,604.74,460.82,450.0
Bacharelado,Matutino,904.54,3.0,3.0,5.0,5.0,658900654711,Direito,Barra do Garcas,MT,Faculdade de Ciências Jurídicas e Sociais Aplicadas do Araguaia - FACULDADES CATHEDRAL,Direito,643.5,617.86,602.64,582.74
Bacharelado,Noturno,904.54,3.0,2.0,7.0,6.0,658900654713,Direito,Barra do Garcas,MT,Faculdade de Ciências Jurídicas e Sociais Aplicadas do Araguaia - FACULDADES CATHEDRAL,Direito,644.14,624.66,586.5,565.9
Bacharelado,Vespertino,904.28,3.0,1.0,5.0,12.0,6593771168162,Enfermagem,Piripiri,PI,Christus Faculdade do Piauí - CHRISFAPI,Enfermagem,638.12,648.42,574.44,557.62
Tecnológico,Matutino,903.33,1.0,1.0,2.0,4.0,19261083121,Estética e Cosmética,Curitiba,PR,Faculdades Opet,Estética e Cosmética,589.36,559.52,585.98,571.96
Bacharelado,Vespertino,902.5,3.0,1.0,6.0,7.0,65827513235982,Arquitetura e Urbanismo,Teresina,PI,Faculdade Santo Agostinho - FSA,Arquitetura e Urbanismo,679.62,655.84,607.86,602.42
Bacharelado,Noturno,902.5,1.0,1.0,3.0,1.0,65827513235983,Arquitetura e Urbanismo,Teresina,PI,Faculdade Santo Agostinho - FSA,Arquitetura e Urbanismo,657.24,682.84,600.28,575.78
Bacharelado,Matutino,900.0,2.0,2.0,5.0,88.0,106168913494521,Engenharia Civil,Goiania,GO,Faculdade Unida de Campinas Goiânia - Facunicamps Goiânia - FACUNICAMPS,Engenharia Civil,625.0,590.1,450.0,450.0
Bacharelado,Noturno,900.0,2.0,2.0,5.0,88.0,106168913494523,Engenharia Civil,Goiania,GO,Faculdade Unida de Campinas Goiânia - Facunicamps Goiânia - FACUNICAMPS,Engenharia Civil,620.0,591.4,450.0,507.56
Bacharelado,Noturno,900.0,1.0,1.0,2.0,2.0,65869412603513,Arquitetura e Urbanismo,Vitoria de Santo Antao,PE,Faculdade Escritor Osman da Costa Lins - FACOL,Arquitetura e Urbanismo,661.26,621.4,617.38,586.54
Bacharelado,Noturno,900.0,2.0,2.0,4.0,4.0,107102913095813,Engenharia de Produção,Queimados,RJ,Faculdade Redentor Metropolitana - FACREDENTOR,Engenharia de Produção,599.1,590.96,540.88,527.28
